Sr No,Item No,Unit,Pack Size,Description,Brand,Unit Price Per Case,Unit Price Per Packsize Unit,Category,Max Quantity,Market Price,Market Price Unit
598,4632717,cs,1/50 LB,FLOUR BREAD PATENT,WINONA,15.75,,,,,
599,4099099,cs,1/20 LB,BEAN NAVY PEA US #1 DRIED,SYS CLS,17.49,,,,,
600,4248910,cs,1/50 LB,FLOUR KING WHEAT,GOLDMDL,15.41,,,,,
601,4701140,cs,6/1 LB,BASE BEEF NO MSG 6/1 LB,MINOR,46.13,,,,,
602,4030730,cs,6/24 OZ,ONION PIECES FRENCH FRIED,FRENCHS,40.79,,,,,
603,1630631,cs,12/28 OZ,PEPPER RED ROASTED WHOLE IMPORTED,AREZIMP,31.27,,,,,
604,513515,cs,15/10 OZ,PRETZEL RODS BULK,SNYDERS,18.93,,,,,
605,7598592,cs,1/50 LB,FLOUR UNBLEACHED UNBROMATED SIR GALAHAD,KING A,15.19,,,,,
606,4492401,cs,6/28 OZ,STUFFING MIX CORNBREAD INSTANT,UNC BEN,38.96,,,,,
607,7773427,cs,1/5 LB,NUT MACADAMIA HALVES & PIECES RAW,BKR SEL,69.88,,,,,
608,9226150,cs,4/1 LTR,SYRUP HAZELNUT,MONIN,23.51,,,,,
609,6639512,cs,6/18 Z,SPICE CINNAMON GROUND,IMP/MCC,0,,,,,
610,6639512,ea,1/18 Z,SPICE CINNAMON GROUND,IMP/MCC,10.97,,,,,
611,6783417,cs,64/1 OZ,POPCORN CHEDDAR WHITE LARGE SINGLE SERVING,SMARTFD,31.03,,,,,
612,6292817,cs,3/2 LB,NUT PINE RAW,AREZIMP,138.9,,,,,
613,6292817,ea,1/2 LB,NUT PINE RAW,AREZIMP,48.92,,,,,
614,6178883,cs,36/3.3 OZ,POPCORN MICROWAVE BUTTER,SYS CLS,19.16,,,,,
615,3538437,cs,1/5 LB,CURRANT DRIED ZANTE (DROP SHIP),D'ALLAS,28.44,,,,,
616,5387067,cs,1/5 LB,WALNUT HALVES & PIECES CANDIED,AZAR,46.31,,,,,
617,2789279,cs,12/19 OZ,SAUCE DUCK,ROLAND,39.2,,,,,
618,3302171,cs,12/17 OZ,SAUCE CARAMEL DESIGNER DESSERT,LYON M,24.48,,,,,
619,4671350,cs,1/25 LB,RICE PARBOILED PERFECT,SYS IMP,16.36,,,,,
620,4007837,cs,12/12 OZ,SAUCE TABASCO HOT,TABASCO,69.1,,,,,
621,7524051,cs,4/1 GAL,SAUCE PEPPER CAYENNE RED HOT,FRANKS,41.63,,,,,
622,7524051,ea,1/1 GAL,SAUCE PEPPER CAYENNE RED HOT,FRANKS,11,,,,,
623,9403692,cs,2/1 GAL,DRESSING ITALIAN GOLDEN,SARATOG,27.01,,,,,
624,2026070,cs,9/24 CT,CONE WAFFLE W7216 CLASSIC LARGE,JOY,43.69,,,,,
625,4821591,cs,6/#5,TOPPING CARAMEL READY TO USE,SYS CLS,36.87,,,,,
626,5069240,cs,6/#10,TOPPING HOT FUDGE MELLOW,SYS CLS,86.07,,,,,
627,5069240,ea,1/#10,TOPPING HOT FUDGE MELLOW,SYS CLS,15.16,,,,,
628,5876093,cs,4/1 GAL,OLIVE QUEEN PITTED 100-120 COUNT,SYS IMP,0,,,,,
629,2473132,cs,6/16 OZ,SPICE SESAME SEED WHOLE WHITE,IMP/MCC,0,,,,,
630,2473132,ea,1/16 OZ,SPICE SESAME SEED WHOLE WHITE,IMP/MCC,6.78,,,,,
631,4018933,cs,24/15 OZ,MIX COCKTAIL CREAM OF COCONUT,COCOLPZ,48.24,,,,,
632,6533939,cs,6/18 OZ,SPICE SESAME SEED BLACK,MC CORM,0,,,,,
633,6533939,ea,1/18 OZ,SPICE SESAME SEED BLACK,MC CORM,11.31,,,,,
634,3242148,cs,12/2.82OZ,SNACK BAR PROTEIN CARAMEL,GATRADE,17.65,,,,,
635,3242151,cs,12/2.82OZ,SNACK BAR PROTEIN CHOCOLATE CHIP,GATRADE,17.67,,,,,
636,4008538,cs,500/2 PK,CRACKER SALTINE ZESTA,KEEBLER,18.09,,,,,
637,4215331,cs,1/1 GAL,SAUCE PLUM,LA CHOY,17.47,,,,,
638,4223582,cs,12/32 OZ,SAUCE MELBA,ROLAND,94.22,,,,,
639,4223582,ea,1/32 OZ,SAUCE MELBA,ROLAND,8.3,,,,,
640,4069720,cs,4/36 CT,SNACK BAR GRANOLA OATS 'N HONEY,NAT VLY,33.96,,,,,
641,7644909,cs,1/35 LB,SHORTENING LIQUID ZERO TRANS FAT,FRY-ON,0,,,,,
642,4007852,cs,24/5 OZ,SAUCE WORCESTERSHIRE,LEA&PER,42.55,,,,,
643,4582898,cs,4/1 GAL,DRESSING 1000 ISLAND SPECIAL RECIPE,SYS REL,31.42,,,,,
644,4582898,ea,1/1 GAL,DRESSING 1000 ISLAND SPECIAL RECIPE,SYS REL,8.3,,,,,
645,6725750,cs,64/1.375Z,CHIP POTATO REGULAR SEA SALT,MSVICKI,30.91,,,,,
646,4014684,cs,1/50 LB,FLOUR WHEAT WHOLE STONE GROUND,GOLDMDL,14.79,,,,,
647,4917530,cs,10/8.75OZ,MOUSSE MIX CHOCOLATE MILK,KNORR,53.68,,,,,
648,4184495,cs,6/4 LB,JELLY MINT,SYS CLS,31.93,,,,,
649,4184495,ea,1/4 LB,JELLY MINT,SYS CLS,5.62,,,,,
650,4441457,cs,24/24 OZ,SYRUP CHOCOLATE SQUEEZE BOTTLE,HERSHEY,52.11,,,,,
651,5229802,cs,6/1 LB,SPICE TURMERIC GROUND,IMP/MCC,0,,,,,
652,5229802,ea,1/1 LB,SPICE TURMERIC GROUND,IMP/MCC,11.46,,,,,
653,5230057,cs,6/32 OZ,EXTRACT VANILLA PURE,IMP/MCC,360.16,,,,,
654,5230057,ea,1/32 OZ,EXTRACT VANILLA PURE,IMP/MCC,63.42,,,,,
655,6067904,cs,6/24 CT,TEA BAG MINT TAZO REFRESH,TAZO,21.89,,,,,
656,533683,cs,48/5.5 OZ,JUICE TOMATO ALUMINUM CAN,SCRMNTO,17.56,,,,,
657,2310557,cs,2000/1 GM,SUGAR SUBSTITUTE SWEETENER SPLENDA,SPLENDA,31.75,,,,,
658,4488464,cs,150/.5 OZ,CRACKER OYSTER NEW ENGLAND,HSRCCLS,15.6,,,,,
659,6035703,cs,1/2000CT,SUGAR SUBSTITUTE PACKET BULK,SWT&LOW,18.52,,,,,
660,5130418,cs,15/750 ML,WATER SPARKLING IMPORTED MINUTE GLASS BOTTLE,SAN PEL,20.17,,,,,
661,4862835,cs,2/10 LB,PASTA ZITI,LABELLA,21.22,,,,,
662,5161021,cs,48/2 OZ,COOKIE FIG NEWTON CAKE,NABISCO,28.35,,,,,
663,4899373,cs,4/1 GAL,OIL SESAME SEED PURE,LEE KUM,126.5,,,,,
664,4899373,ea,1/1 GAL,OIL SESAME SEED PURE,LEE KUM,33.41,,,,,
665,5228796,cs,6/14 OZ,SPICE FENNEL SEED WHOLE,IMP/MCC,0,,,,,
666,5228796,ea,1/14 OZ,SPICE FENNEL SEED WHOLE,IMP/MCC,11.49,,,,,
667,5309547,cs,2/5 LB,PASTA BOW-TIE,LABELLA,12.49,,,,,
668,5145206,cs,12/46 OZ,JUICE CLAM OCEAN NO MSG,PORTCLS,34.13,,,,,
669,5176763,cs,12/51 OZ,CLAM OCEAN CHOPPED FANCY NO MSG,PORTIMP,0,,,,,
670,5814421,cs,6/1 LB,SOUP BASE BEEF LOW SODIUM GLUTEN-FREE,MINOR,51.65,,,,,
671,7897545,cs,6/750ML,SYRUP AGAVE ORGANIC 750 ML,MONIN,39.17,,,,,
672,3069895,cs,12/1 LTR,WATER SPRING IMPORTED GLASS BOTTLE,PANNA,17.63,,,,,
673,4084901,cs,4/1 GAL,DRESSING BLUE CHEESE FROMAGE,SYS IMP,84.77,,,,,
674,4084901,ea,1/1 GAL,DRESSING BLUE CHEESE FROMAGE,SYS IMP,22.98,,,,,
675,1698461,cs,1/5 LBS,PUMPKIN SEED BULK,LVOFARE,19.74,,,,,
676,6128213,cs,6/30 CT,CANDY VARIETY PACK,HERSHEY,121.49,,,,,
677,4011383,cs,48/5.5 OZ,JUICE GRAPE,WELCHS,0,,,,,
678,339428,cs,6/90 CT,TORTILLA FLOUR CORN WHITE TABLE,TAC MEX,19.48,,,,,
679,5593900,cs,12/2 LB,SUGAR CONFECTIONER 10X CANE,SYS CLS,24.81,,,,,
680,6219349,cs,4/1 GAL,SYRUP MAPLE 55%,SYS IMP,151.49,,,,,
681,6219349,ea,1/1 GAL,SYRUP MAPLE 55%,SYS IMP,40.01,,,,,
682,6814909,cs,24/1 OZ,CHIP ORIGINAL,TERRA,18.57,,,,,
683,1369046,cs,12/12 OZ,SYRUP PANCAKE SUGAR-FREE,CARY'S,23.89,,,,,
684,5229398,cs,6/14 OZ,SPICE PEPPER CAYENNE GROUND,IMP/MCC,0,,,,,
685,4885970,cs,12/12.7OZ,RELISH SWEET EASY SQUEEZE BOTLE,HEINZ,22.21,,,,,
686,7040034,cs,2/48 OZ,CRANBERRY DRIED CRAISINS,OCNSPRY,14.48,,,,,
687,5966116,cs,1/25 LB,BREAD CRUMBS JAPANESE TOASTED PANKO,JDMTCLS,18.19,,,,,
688,4645362,cs,3/2 LB,PECAN HALF FANCY,SYS IMP,75.55,,,,,
689,2538082,cs,12/12 OZ,PASTA SPAGHETTI GLUTEN FREE (DROP SHIP),BARILLA,41.23,,,,,
690,8932360,cs,6/16OZ,SPICE PEPPER BLACK 1/2 CRACKED (DROP SHIP),D'ALLAS,117.34,,,,,
691,5875929,cs,4/1 GAL,OLIVE SLICED,SYS OTT,49.39,,,,,
692,5875929,ea,1/1 GAL,OLIVE SLICED,SYS OTT,13.05,,,,,
693,3411582,cs,4/11 LB,RICE ARBORIO,RISO,64.52,,,,,
694,3411582,ea,1/11 LB,RICE ARBORIO,RISO,17.04,,,,,
695,5441605,cs,12/25 OZ,WATER SPARKLING MINERAL GLASS BOTTLE,PERRIER,17.42,,,,,
696,4006797,cs,4/1 GAL,MUSTARD PREPARED YELLOW SALAD,SYS CLS,21.78,,,,,
697,4006797,ea,1/1 GAL,MUSTARD PREPARED YELLOW SALAD,SYS CLS,5.75,,,,,
698,4069926,cs,8/12 OZ,PASTA PENNE RIGATE GLUTEN FREE,BARILLA,15.69,,,,,
699,4583704,cs,6/1 LB,SOUP BASE CHICKEN,MINOR,43.27,,,,,
700,4699542,cs,6/1 LB,BASE CHICKEN NO MSG ZTF 6/1 LB,MINOR,41.85,,,,,
701,7775693,cs,4/135 OZ,SALSA CHUNKY MILD AUTHENTIC,CASACLS,46.42,,,,,
702,7775693,ea,1/135 OZ,SALSA CHUNKY MILD AUTHENTIC,CASACLS,12.26,,,,,
703,4062337,cs,6/#10,BEAN GARBANZO FANCY NO SULFITE,SYS CLS,25.68,,,,,
704,5608559,cs,4/1 GAL,DRESSING VINAIGRETTE RASPBERRY LIGHT,KENS,42.31,,,,,
705,6190823,cs,6/12.9OZ,GLAZE BALSAMIC FIG (DROP SHIP),ROLAND,52.12,,,,,
706,1378926,cs,24/12 OZ,SODA GINGER ALE READY TO DRINK,BOYLAN,23.35,,,,,
707,4589735,cs,6/9 OZ,SPICE CORIANDER SEED EXTRA BOLD (DROP SHIP),D'ALLAS,36.01,,,,,
708,5034368,cs,12/32 OZ,CHUTNEY MANGO MAJOR GREY,ROLAND,65.82,,,,,
709,5034368,ea,1/32 OZ,CHUTNEY MANGO MAJOR GREY,ROLAND,5.8,,,,,
710,4520623,cs,6/5 LB,SAUCE HOISIN,LEE KUM,32.9,,,,,
711,4520623,ea,1/5 LB,SAUCE HOISIN,LEE KUM,5.79,,,,,
712,2703763,cs,6/5 LB,NOODLE EGG FRSH LO MEIN,PACKER,46.51,,,,,
713,1060987,cs,8/46 OZ,APPLESAUCE NATURAL (PLASTIC),MUSSLMN,31.32,,,,,
714,1413196,cs,12/28 OZ,PALM HEART WHOLE,COCINA,38.35,,,,,
715,5360359,cs,24/12 OZ,SODA SPRITE CANS 4/6 PACK,SPRITE,13.01,,,,,
716,2786127,cs,24/12 OZ,SODA COCA COLA CLASSIC,COCACOL,13.01,,,,,
717,3125531,cs,1200/4.5 GM,SUGAR TURBINADO CANE PACKET,NAT SGR,22.33,,,,,
718,5416193,cs,3/7.5 LB,SEASONING SEAFOOD,OLD BAY,0,,,,,
719,5416193,ea,1/7.5 LB,SEASONING SEAFOOD,OLD BAY,36.2,,,,,
720,3792413,cs,4/1 GAL,DRESSING BALSAMIC VINAIGRETTE METRO,KENS,43.68,,,,,
721,3639309,cs,1/10 LB,BEAN LENTIL RED CHIEF (DROP SHIP),INTLIMP,43.08,,,,,
722,2837235,cs,12/8.8 OZ,NOODLE ASIAN (SOBA) BUCKWHEAT (DROP SHIP),KAME,33.01,,,,,
723,3802147,cs,6/.5 GAL,SAUCE SWEET & SOUR READY-TO-USE,MINOR,45.24,,,,,
724,4944666,cs,6/1 LB,SOUP BASE CLAM,SYS IMP,36.43,,,,,
725,4944666,ea,1/1 LB,SOUP BASE CLAM,SYS IMP,6.42,,,,,
726,5016423,cs,20/1 LB,PASTA CAPELLI D' ANGELO 1 MM,LABELLA,19.54,,,,,
727,4944682,cs,6/1 LB,SOUP BASE LOBSTER NO MSG OR HYDROLIZED VEGETABLE PROTEIN,SYS IMP,68.55,,,,,
728,4944682,ea,1/1 LB,SOUP BASE LOBSTER NO MSG OR HYDROLIZED VEGETABLE PROTEIN,SYS IMP,12.07,,,,,
729,4351722,cs,6/5 LB,MIX PANCAKE BUTTERMILK COMPLETE,KRSTEAZ,26.13,,,,,
730,7468210,cs,4/1 GAL,PEPPER BANANA RINGS,BAYVLPR,24.56,,,,,
731,7468210,ea,1/1 GAL,PEPPER BANANA RINGS,BAYVLPR,6.49,,,,,
732,4152650,cs,6/13.5OZ,SEASONING SPICY MAGGI,MAGGI,24.6,,,,,
733,1534050,cs,12/15 CT,MATZO BALL,MEALMRT,122.96,,,,,
734,4787297,cs,2/5 LB,PASTA NOODLE EGG WIDE,LABELLA,11.56,,,,,
735,1067180,cs,4/5#,COUSCOUS INTERNATIONAL ISRAELI,ROLAND,40.72,,,,,
736,4341986,cs,48/6 CT,COOKIE SANDWICH OREO 2.4 OUNCE,NABISCO,22.18,,,,,
737,7000309,cs,1/5 LB,CASHEW WHOLE RAW (DROP SHIP),D'ALLAS,76.1,,,,,
738,1698572,cs,1/5 LBS,CURRANT ZANTE (DROP SHIP),LVOFARE,23.51,,,,,
739,1967348,cs,1/5 LB,APRICOT DRIED MEDITERRANEAN,TRAINA,21.99,,,,,
740,4036489,cs,6/4LB,CHEESECAKE MIX,JELLO,87.59,,,,,
741,5228648,cs,6/8 OZ,SPICE CINNAMON STICK,IMP/MCC,0,,,,,
742,5228648,ea,1/8 OZ,SPICE CINNAMON STICK,IMP/MCC,15,,,,,
743,4099123,cs,1/20 LB,BEAN GREAT NORTHERN DRIED,SYS CLS,17.86,,,,,
744,5203443,cs,1/30 LB,CANDY MINT STARLIGHT POUCH PEPPERMINT,SYS CLS,48.87,,,,,
745,4219747,cs,48/12 OZ,MILK EVAPORATED,SYS CLS,61.61,,,,,
746,4496253,cs,2/5LTR,OIL GRAPE SEED (DROP SHIP),ROLAND,71.3,,,,,
747,963793,cs,12/46 OZ,JUICE TOMATO FANCY,SCRMNTO,17.57,,,,,
748,8523995,cs,6/66.5OZ,TUNA WHITE ALBACORE SOLID WATER,PORTCLS,108.12,,,,,
749,5229497,cs,6/13 OZ,SPICE PICKLING WHOLE,IMP/MCC,0,,,,,
750,5229497,ea,1/13 OZ,SPICE PICKLING WHOLE,IMP/MCC,10.16,,,,,
751,4498226,cs,12/1 LB,GINGER SLICED SUSHI PICKLED,ROLAND,36.06,,,,,
752,1271475,cs,6/50 CT,COCOA MIX INDIVIDUAL,SWSMISS,49.52,,,,,
753,3891003,cs,1000/1 GM,SUGAR SUBSTITUTE PACKET GREEN,TRUVCAF,36.59,,,,,
754,4110508,cs,1/30 LB,RAISIN SEEDLESS GOLDEN,SYS IMP,70.36,,,,,
755,1536929,cs,12/5.25OZ,MIX SALAD TABOULEH WHEAT (DROP SHIP),NEAR EA,22.05,,,,,
756,7187568,cs,4/1 GAL,"PICKLE CHIP BREAD AND BUTTER, SWEET RRESH PACK",BAYVALY,0,,,,,
757,4537559,cs,4/1 GAL,DRESSING ITALIAN GOLDEN,SYS CLS,37.6,,,,,
758,4537559,ea,1/1 GAL,DRESSING ITALIAN GOLDEN,SYS CLS,9.93,,,,,
759,1990961,cs,16/150CT,"TOWEL CENTERFOLD 13"" X 10.25"" 1 PLY WHITE",SYS CLS,27.26,,,,,
760,2306775,cs,10/100 CT,GLOVE NITRILE LARGE BLUE FOODSERVICE POWDER FREE,SYS CLS,50.44,,,,,
761,4748199,cs,2/50 CT,"KIT CUTLERY CATERWRAP NAPKIN, KNIFE, FORK & SPOON",HOFMSTR,48.2,,,,,
762,1763846,cs,100/60 GAL,"LINER REPRO 38"" X 58"" 1.5 ML BLACK",SYS REL,26.92,,,,,
763,2306753,cs,10/100 CT,GLOVE NITRILE MEDIUM BLUE FOODSERVICE POWDER FREE,SYS CLS,50.44,,,,,
764,2100467,cs,12/9 IN,HAT CHEF PAPER PLEATED ONE-SIZE WHITE,SYS CLS,8.94,,,,,
765,5881966,cs,1000/12-16G,"LINER ROLL 24"" X 33"" 6 MICRON NATURAL",SYS CLS,26.41,,,,,
766,6034518,cs,300/32 OZ,CONTAINER PLASTIC BLACK MICRO,GENPAK,62.95,,,,,
767,6410898,cs,1/60 YD,"CLOTH CHEESE REGULAR WEIGHT 36""",SYS CLS,52.17,,,,,
768,5318613,cs,10/250CT,CUP PLASTIC PORTION TRANSLUCENT 5.5 OZ,SYS REL,73.23,,,,,
769,6111984,cs,300/24 OZ,CONTAINER PLASTIC RECTANGULAR MICRO BLACK,GENPAK,62.8,,,,,
770,7793880,cs,12/200CT,CUP PLASTIC PORTION BLACK 4 OZ,SYS REL,57.71,,,,,
771,2818110,cs,4/125CT,"PLATE PLASTIC BLACK IMPACT 10.25""",SYS IMP,87.39,,,,,
772,7794656,cs,25/100 CT,LID PLASTIC CLEAR FOR 5.5 OZ PORTION,SYS IMP,46.38,,,,,
773,2306781,cs,10/100 CT,GLOVE NITRILE EXTRA LARGE BLUE FOODSERVICE POWDER FREE,SYS CLS,50.44,,,,,
774,4360855,cs,40/25 CT,CUP FOAM 16 OZ,SYSCO,34.14,,,,,
775,3943119,cs,1/250 CT,KIT CUTLERY HEAVY BLACK FORKS NAPKIN,WALLACE,25.21,,,,,
776,7834504,cs,500/12 OZ,CUP PLASTIC KID WITH LID GOOD EARTH,FABRKAL,80.58,,,,,
777,7917760,cs,200/32OZ,BOWL PLASTIC APET 32 OZ BLACK,GENPAK,58.22,,,,,
778,5045786,cs,8/500CT,"WRAP FOOD DRY WAX FOLD 12"" X 10.75""",SYSCO,39.49,,,,,
779,5045786,ea,1/500CT,"WRAP FOOD DRY WAX FOLD 12"" X 10.75""",SYSCO,5.21,,,,,
780,8701294,cs,200/18  IN,BAG PASTRY DISPOSABLE,AUGTHOM,33.32,,,,,
781,191567,cs,24/500CT,"STRAW PLASTIC TRANSLUCENT JUMBO WRAPPED 7.75""",SYS CLS,77.94,,,,,
782,191567,ea,1/500CT,"STRAW PLASTIC TRANSLUCENT JUMBO WRAPPED 7.75""",SYS CLS,3.43,,,,,
783,1975095,cs,8/125CT,NAPKIN BEVERAGE 10 X 10 INCH FINESSE,SYS CLS,46.6,,,,,
784,6938211,cs,100/EA,LID FOIL FOR HALF STEAM TABLE PAN,SYS CLS,23.68,,,,,
785,7465969,cs,100/HALF,"PAN FOIL STEAM TABLE 2.56"" DEEP",SYS CLS,34.65,,,,,
786,6034553,cs,1/300 CT,LID PLASTIC CLEAR FOR FPR032,GENPAK,52.93,,,,,
787,6155671,cs,300/12OZ,CONTAINER PLASTIC BLACK RECTANGULAR MICRO,GENPAK,45.42,,,,,
788,6938328,cs,1/18 IN,FOIL ALUMINUM ROLL STANDARD WEIGHT 500',SYS CLS,21.35,,,,,
789,7435266,cs,1/18 IN,FILM PVC ROLL 2000',SYS CLS,17.94,,,,,
790,1594169,cs,1/250CT,BAG PAPER BROWN HANDLE BISTRO 60#,SYSCO,52.5,,,,,
791,4471223,cs,50/200FT,"TAPE PAPER REGULAR THERMAL 3-1/8""",SYSCO,60,,,,,
792,5862768,cs,40/EA,"PAD SCOUR GENERAL PURPOSE 4.5"" X 6""",SCTHBRT,13.63,,,,,
793,5974290,cs,1000/16X24,LINER PAN PAPER QUILLON,SYSCO,36.22,,,,,
794,5793872,cs,1/12CT,PAD SCRUB STAINLESS 50 GM 1.75 OZ,SYSCO,19.88,,,,,
795,6150401,cs,300/CT,LID PLASTIC CLEAR FOR FPR012 FPR016,GENPAK,0,,,,,
796,4467751,cs,10/300 CT,NAPKIN BEVERAGE 9 INCH X 9 INCH 2 PLY 1/4 FOLD WHITE,SYS CLS,40.22,,,,,
797,4979528,cs,4/50 CT,"LID PLASTIC DOME .5"" FOR 24 OZ AND 32 OZ BOWL",GENPAK,42.98,,,,,
798,7989231,cs,1000/CT,FORK PLASTIC CLEAR HEAVY FULL LENGTH,SYS IMP,40.1,,,,,
799,9711565,cs,1/2000CT,"DOILY LACE ROUND WHITE 4""",SYSCO,14.36,,,,,
800,9711631,cs,1/2000CT,"DOILY LACE ROUND WHITE 6""",SYSCO,19.93,,,,,
801,6342227,cs,5/100 CT,"TOWEL GUEST 12"" X 17"" LINEN-LIKE WHITE",SYS CLS,47.61,,,,,
802,5595806,cs,1000/8-10G,"LINER ROLL 24"" X 24"" 6 MICRON NATURAL",SYS CLS,18.39,,,,,
803,8018838,cs,240/16OZ,CONTAINER PLASTIC DELI TRANSLUCENT WITH LID,DELITNR,45.03,,,,,
804,8231512,cs,240/32 OZ,CONTAINER PLASTIC DELI TRANSLUCENT WITH LID,DELITNR,58.41,,,,,
