Sr No,Item No,Unit,Pack Size,Description,Brand,Unit Price Per Case,Unit Price Per Packsize Unit,Category,Max Quantity,Market Price,Market Price Unit
805,7498694,cs,50/100 FT,"TAPE PAPER CASH REGULAR ROLL 2 PLY 3""",SYSCO,48.86,,,,,
806,7989207,cs,1000/CT,FORK PLASTIC BLACK HEAVY FULL LENGTH,SYS IMP,42.28,,,,,
807,8170122,cs,1000/EA,SPOON PLASTIC BLACK HEAVY FULL LENGTH,SYS IMP,40.18,,,,,
808,8467359,cs,8/125CT,"PLATE PLASTIC BLACK IMPACT 6""",SYS IMP,89.77,,,,,
809,7863634,cs,1/250CT,BAG PLASTIC RECLOSABLE GALLON EXTRA EXTRA-HEAVY,SYS CLS,17.36,,,,,
810,8100982,cs,8/1000CT,"STIRRER PLASTIC STRAW BLACK 5.25""",SYSCO,15.35,,,,,
811,5793997,cs,6/10 CT,"PAD GRIDDLE 4"" X 6""",SYSCO,18.58,,,,,
812,2103321,cs,10/100CT,"CHOPSTICKS BAMBOO IN WHITE ENVELOPE 9""",HANGARD,45.46,,,,,
813,8146544,cs,"150/9X9""",CONTAINER PAPER HINGED FIBER BLEND,EARTHCH,48.31,,,,,
814,7790658,cs,12/200CT,CUP PLASTIC PORTION BLACK 2 OZ,SYS REL,32.64,,,,,
815,7790795,cs,24/100CT,LID PLASTIC CLEAR FOR 1.5-2.5 OZ PORTION,SYS IMP,23.86,,,,,
816,5793963,cs,12/8X4IN,"GRILL BRICK 3.5"" THICK",SYSCO,21.7,,,,,
817,7473525,cs,20/45 CT,CUP PLASTIC CLEAR PET 10 OZ,SYS IMP,51.92,,,,,
818,2777561,cs,10/100CT,LID PLASTIC SLOT FOR 12 16  20 & 24 OZ,PACTIV,17.99,,,,,
819,8939346,cs,6/100CT,TOWEL GUEST FASHNPOINT WHITE,HOFMSTR,31.12,,,,,
820,2770291,cs,20/25 CT,CUP FOAM 32 OZ WHITE,SYS CLS,38.53,,,,,
821,8208056,cs,1000/EA,KNIFE PLASTIC BLACK FULL LENGTH HEAVYWEIGHT,PRAIRIE,32.36,,,,,
822,8219299,cs,12/200CT,CUP PLASTIC PORTION CLEAR 2.0 OZ,PRAIRIE,68.77,,,,,
823,1993877,cs,36/95CT,TISSUE FACIAL 2-PLY CUBE WHITE,SYS IMP,57.47,,,,,
824,4743279,cs,1/120 CT,CONTAINER PLAS HNG 9X9 1CMP BK,EARTHCH,33.76,,,,,
825,2102509,cs,10/10/100,"SKEWER BAMBOO 6"" INCH",HANGARD,0,,,,,
826,2102509,ea,1/10/100,"SKEWER BAMBOO 6"" INCH",HANGARD,6.03,,,,,
827,4962213,cs,10/100 CT,LID PLASTIC DOME BLACK 12-16 OZ HOTCUP,DIXIE,57.21,,,,,
828,7793736,cs,20/120CT,LID PLASTIC CLEAR FOR 3-4 OZ PORTION CUP,SYS IMP,36.25,,,,,
829,7190184,cs,80/550 CT,TISSUE TOILET 2 PLY WHITE WRAPPED ENVISION,GEORG P,37.9,,,,,
830,4108936,cs,16/189CT,TOWEL MULTIFOLD ADVC WHT 2PLY,TORK,28.07,,,,,
831,3014000,cs,10/100 CT,LID PLASTIC TEARBACK SLOT 12-24 OZ,PACTIV,21.54,,,,,
832,6666424,cs,20/50 CT,CUP PAPER HOT 12 OZ JAVA,DIXIE,58.49,,,,,
833,1904028,cs,1/18 CT,RIBBON REGISTER EPSON RED/BLACK (DROP SHIP),NATIONL,77.72,,,,,
834,7498660,cs,50/165 FT,"TAPE PAPER CASH REGULAR ROLL 1 PLY 3""",SYSCO,32.76,,,,,
835,5950696,cs,250/3 GAL,"FILTER COFFEE PAPER U3 18"" X 7.5""",SYSCO,15.96,,,,,
836,5950688,cs,2/250 CT,"FILTER COFFEE TEA 1.5 GAL 13"" X 5""",SYSCO,16.41,,,,,
837,5765870,cs,500/12-16G,"LINER TRASH 24"" X 32"" .35 MIL CLEAR",SYS CLS,22.51,,,,,
838,2102038,cs,10/100CT,"PICK SANDWICH BAMBOO KNOT 4""",HANGARD,18.61,,,,,
839,5779087,cs,4/250 CT,TRAY FOOD PAPER RED PLAID 2#,S CHAMP,29.66,,,,,
840,1376805,cs,1/20CT,"PAD SCOUR GREEN 6"" X 9"" ANTIMICROBIAL",SYSCO,7.6,,,,,
841,2001556,cs,250/EA,CONTAINER PAPER WHITE ROUND 8 LID,SYS CLS,46.94,,,,,
842,9532391,cs,72/13X24,TOWEL FOODSERVICE WHITE,CHIX,38.83,,,,,
843,4467140,cs,12/500 CT,NAPKIN 12 INCH X 13 INCH LUNCH 1 PLY 1/4 FOLD WHITE,SYS CLS,52.37,,,,,
844,3457258,cs,200/CT,"CONTAINER PAPER COMPOSTABLE WORLD V 9""",ECOPROD,52.81,,,,,
845,7475530,cs,9/60CT,CUP PET PLASTIC CLEAR 12/14 OZ,SYS IMP,44.87,,,,,
846,1983737,cs,60/2 OZ,CLEANER FLOOR ALKALINE READY-TO-USE,KEYSTON,40.88,,,,,
847,8509364,cs,6/17OZ,POLISH FURNITURE LEMON AEROSOL,KEYSTON,32.61,,,,,
848,1326507,cs,4/32OZ,CLEANER DEGREASER GREASELIFT READY-TO-USE,KEYSTON,33.78,,,,,
849,1934027,cs,6/128OZ,BLEACH CHLORINE LIQUID 5.25 %,SYS REL,13.18,,,,,
850,4834503,cs,4/1 GAL,SOAP HAND LIQUID CLEAN & SMOOTH,ECOLAB,107.92,,,,,
851,8894167,cs,6/16OZ,POLISH STAINLESS STEEL SATIN SHINE AEROSOL,KEYSTON,29.85,,,,,
852,658011,cs,30/3.6OZ,CLEANER DEGREASER HIGH TEMPERATURE GRILL READY-TO-USE,KEYSTON,30.3,,,,,
853,4166379,cs,6/32OZ,CLEANER DISINFECTANT PEROXIDE AND GLASS CLEANER READY TO USE,KEYSTON,36.63,,,,,
854,7666272,cs,9/32OZ,DETERGENT POT & PAN LIQUID BLUE READY-TO-USE,KEYSTON,32.99,,,,,
855,7682790,cs,4/32OZ,CLEANER GLASS BLUE READY-TO-USE,KEYSTON,20.44,,,,,
856,7682802,cs,4/32OZ,CLEANER ALL PURPOSE ORANGE READY TO USE,KEYSTON,21.18,,,,,
857,7637430,cs,6/32OZ,CLEANER BOWL PHOSPHORIC ACID 20%-READY TO-USE,KEYSTON,33.16,,,,,
858,2514028,cs,1/2.5GAL,CLEANER FLOOR SANITIZING WASH N WALK,KEYSTON,101.74,,,,,
859,2694319,cs,6/750ML,SOAP HAND CLEAN & SMOOTH LIQUID,ECOLAB,0,,,,,
860,2990934,cs,1/2GAL,CLEANER DISINFECTANT PEROXIDE OASIS,ECOLAB,67.52,,,,,
861,4214649,cs,4/1 GAL,SANITIZER MACHINE LIQUID ECO-SAN,ECOLAB,28.48,,,,,
862,4350963,cs,4/1 GAL,DETERGENT MACHINE SUPER TRUMP,ECOLAB,45.18,,,,,
863,4496899,cs,2/8 LB,PRESOAK FLATWARE SILVER POWER,ECOLAB,98.52,,,,,
864,4853494,cs,1/EA,KIT SAMPLE 8 MULTI CLEANERS,KEYSTON,0.9,,,,,
865,5027289,cs,2/5 LB,DETERGENT HAND SOLID SOLITAIRE,ECOLAB,76.95,,,,,
866,5061239,cs,1/5GAL,SANITIZER MACHINE ECOTEMP ULTRA,ECOLAB,42.46,,,,,
867,5636469,cs,4/1 GAL,RINSE AID LOW TEMPERATURE ULTRA DRY,ECOLAB,144.93,,,,,
868,5750450,cs,2/2.5 LB,RINSE AID BRILLIANCE SOLID,ECOLAB,167.05,,,,,
869,7006331,cs,1/2.5GAL,SANITIZER OASIS 146 MULTI QUAT,ECOLAB,75,,,,,
870,8265585,cs,4/9LB,DETERGENT MACHINE SOLID POWER XL,ECOLAB,108.69,,,,,
871,7928207,cs,1/5GAL,DETERGENT LAUNDRY LIQUID EMULSION L2000 XP,ECOLAB,216.98,,,,,
872,4208120,cs,1/5GAL,DESTAINER LAUNDRY LIQUID,ECOLAB,70.69,,,,,
873,7900259,cs,1/5GAL,LAUNDRY LIQUID TRISTAR SOLAR BRITE,ECOLAB,241.02,,,,,
874,7715362,cs,6/20OZ,CLEANER OVEN AND GRILL AEROSOL,KEYSTON,31.21,,,,,
875,936039,cs,1/24CT,CHARGER WHIPPED CREAM DISPENSER,SYSCO,13.32,,,,,
876,2990402,cs,12/8 OZ,FUEL GAS BUTANE CANISTER,STERNO,18,,,,,
877,4179586,cs,1/2 CT,MOP HEAD BLEND LOOPED-END ALL PURPOSE LARGE,SYSCO,17.66,,,,,
878,2257877,cs,12/EA,LIGHTER GAS BUTANE DISPENSER,STERNO,27.47,,,,,
879,2257877,ea,1/EA,LIGHTER GAS BUTANE DISPENSER,STERNO,2.42,,,,,
880,5178462,cs,12/24OZ,BOTTLE PLASTIC SQUEEZE CLEAR,TBLCRFT,13.33,,,,,
881,111526,cs,1/2.5 LB,TWINE COTTON 16 PLY,SYSCO,18.23,,,,,
882,8664229,cs,24/11.5OZ,GLASS GOBLET EMBASSY 11.5 OZ,SYSCO,85.28,,,,,
883,2173510,cs,288/10 HR,CANDLE VOTIVE WHITE 10 HOUR,STERNO,35.91,,,,,
884,5167630,cs,1/10IN,PAN FRY ALUMINUM REGULAR INSULATED HANDLE,SYSCO,18.68,,,,,
885,5597653,cs,3/15X20,"BOX BUS BLACK 7"" DEEP 15"" X 20""",SYSCO,17.72,,,,,
886,1653864,cs,2/EACH,THERMOMETER POCKET TEST 0 TO 220 DEGREES FAHRENHEIT,SYSCO,10.74,,,,,
887,4180741,cs,"6/54""",BROOM ANGULAR FLAGGED,SYSCO,31.82,,,,,
888,4180741,ea,"1/54""",BROOM ANGULAR FLAGGED,SYSCO,5.61,,,,,
889,5756465,cs,24/16X19,TOWEL BAR TERRY CLOTH RIBBED,SYSCO,28.24,,,,,
890,6178867,cs,"1/25""",SIGN WET FLOOR YELLOW OSHA COMPLIANT,RUBBRMD,8.51,,,,,
891,4668612,cs,1/16 IN,TONG UTILITY STAINLESS STEEL HEAVY DUTY,VOLLRTH,5.55,,,,,
892,5605795,cs,1/10IN,KNIFE COOK SANI-SOFT,SYSCO,26.4,,,,,
893,6491823,cs,1/12IN,TONG HINGED STAINLESS LOCK #4412 HANDLE,SYSCO,8.94,,,,,
894,6491914,cs,1/9IN,TONG HINGED STAINLESS STEEL WITH LOCKING HANDLE #4409,SYSCO,8.48,,,,,
895,6493357,cs,1/3 PC,"KNIFE PARING COOKS STYLE 3.25""",SYSCO,14.22,,,,,
896,7378989,cs,1/EA,PAN DUST LOBBY WIDE 2 PIECE HANDLE,SYSCO,15.14,,,,,
897,7663362,cs,"1/13.5""",SCRAPER SPATULA HIGH HEAT WHITE,VOLLRTH,9.62,,,,,
898,7663404,cs,"1/10""",SCRAPER SPATULA HIGH HEAT WHITE,VOLLRTH,7.32,,,,,
899,4179537,cs,1/3 CT,MOP HEAD COTTON CUT END #32,SYSCO,15.69,,,,,
900,7798832,cs,1/EA,"SQUEEGEE FLOOR 22"" BLUE",DAYDOTS,9.85,,,,,
901,2212629,cs,180/8 HR,FUEL LAMP CARTRIDGE SOFTLIGHT,STERNO,63.36,,,,,
902,2585404,cs,1/18X13,PAN SHEET ALUMINUM 1/2 SIZE 18 GAUGE,SYSCO,8.36,,,,,
903,7908791,cs,1/18X26,LID BOX FOOD CLEAR POLYCARBONATE (DROP SHIP),SYSCO,0,,,,,
904,4180279,cs,"6/60""",HANDLE MOP FIBERGLASS QUICK CHANGE,SYSCO,74.49,,,,,
905,4180279,ea,"1/60""",HANDLE MOP FIBERGLASS QUICK CHANGE,SYSCO,13.12,,,,,
906,4783496,cs,24/6 HR,FUEL CANNED CHAFING STEM WICK,SYSCO,36.63,,,,,
907,4338745,cs,1/#8,DISHER STAINLESS SOLID GRAY HANDLE,SYSCO,9.25,,,,,
908,4338752,cs,1/#16,DISHER STAINLESS SOLID DARK BLUE HANDLE,SYSCO,9.23,,,,,
909,5014115,cs,1/NO 24,DISHER STAINLESS SOLID RED HANDLE (DROP SHIP),WINCO,7.03,,,,,
910,2757912,cs,1/3QT,PAIL PLASTIC CLEANING KLEEN-PAIL,KATCHAL,5.18,,,,,
911,2764017,cs,1/6 CT,"APRON BIB COTTON-POLYESTER WHITE 32"" X 34""",SYSCO,28.12,,,,,
912,5089113,cs,1/21 CT,FILTER POD FRYER OIL EXTENDER,SYS CLS,41.47,,,,,
913,2212300,cs,24/6 HR,FUEL CANNED HEAT HANDY WICK,STERNO,0,,,,,
914,2435802,cs,2/EA,BULB LIGHT HT LAMP SHTERPROF,DAYDOTS,29.92,,,,,
915,1182211,cs,1/10LB,MUSHROOM MEDIUM FRESH,IMPFRSH,17.95,,,,,
916,4714077,cs,1/3 LB,"MUSHROOM PORTABELLO CAP 6-8""",PACKER,14.86,,,,,
917,7582505,cs,8/16 OZ,STRAWBERRY FRESH DRISCOLL,DRISCOL,23.02,,,,,
918,1525450,cs,1/50 CT,FLOWER EDIBLE PANSY FRESH (DEMAND STATUS),PACKER,13.5,,,,,
919,3865896,cs,4/1 GAL,JUICE ORANGE PASTEURIZED ULTRA PREMIUM,SYS NAT,29.27,,,,,
920,1863281,cs,1/100STM,FLOWER ORCHIDS DENDROBIUM EDIBLE,PACKER,18.97,,,,,
921,1283308,cs,1/10 LB,BANANA FRESH,PACKER,7.17,,,,,
922,3865888,cs,6/.5 GAL,JUICE GRAPEFRUIT PASTEURIZED ULTRA PASTEURIZED,SYS NAT,29.83,,,,,
923,2795896,cs,1/12 CT,APPLE GRANNY SMITH FRESH,IMPFRSH,10.17,,,,,
924,5782321,cs,1/8 OZ,LETTUCE FRESH MICRO RAINBOW,CAHABA,19.83,,,,,
925,1008465,cs,1/50 LB,POTATO BAKING IDAHO 90 COUNT FRESH,IMPFRSH,19.81,,,,,
926,1094663,cs,1/25 LB,ONION RED FRESH JUMBO,IMPFRSH,0,,,,,
927,1094721,cs,1/50 LB,ONIONS YELLOW JUMBO FRESH,IMPFRSH,17.36,,,,,
928,1491810,cs,1/50 LB,CABBAGE GREEN FRESH CARTON MEDIUM,PACKER,21.45,,,,,
929,1873421,cs,1/30 LB,CABBAGE NAPPA CHINESE FRESH (DEMAND STATUS),PACKER,25.48,,,,,
930,7330301,cs,12/3 CT,LETTUCE ROMAINE HEARTS,PACKER,32.5,,,,,
931,7330301,ea,1/3 CT,LETTUCE ROMAINE HEARTS,PACKER,2.86,,,,,
932,8339590,cs,1/5 LB,CARROTS BABY WITH TOPS HAND PEELED,PACKER,13.27,,,,,
933,4574752,cs,1/BUSHEL,CORN YELLOW FRESH,PACKER,19.62,,,,,
934,7630551,cs,4/5 LB,CABBAGE GREENS SHREDDED WITH BAG,IMPFRSH,15.71,,,,,
935,7630551,ea,1/5 LB,CABBAGE GREENS SHREDDED WITH BAG,IMPFRSH,4.14,,,,,
936,6133068,cs,12/14 OZ.,TOFU FIRM ORGANIC,HOUSE,21.95,,,,,
937,404030,cs,1/10 LBS,SQUASH BUTTERNUT FRSH,IMPFRSH,14.53,,,,,
938,4679276,cs,1/60 CT,AVOCADO HASS BREAKING,CALAVO,34.37,,,,,
939,6686505,cs,1/5 LB,PEPPER GREEN BELL MEDIUM FRESH,IMPFRSH,11.21,,,,,
940,1061670,cs,14/1 LB,RADISH RED CELLO PACK FRESH,PACKER,16.8,,,,,
941,1061670,ea,1/1 LB,RADISH RED CELLO PACK FRESH,PACKER,1.27,,,,,
942,1300391,cs,1/5 LB,MUSHROOMS SLICED FRESH,IMPFRSH,10.36,,,,,
943,1675610,cs,4/6 CT,LETTUCE ICEBERG TRIMMED FRESH,SYFPNAT,33.55,,,,,
944,1675610,ea,1/6 CT,LETTUCE ICEBERG TRIMMED FRESH,SYFPNAT,8.84,,,,,
945,1735369,cs,1/12CT,CUCUMBERS ENGLISH LONG,IMPFRSH,14.03,,,,,
946,1763432,cs,1/25 LB,TOMATO BULK PACKED 5X6 FRESH,IMPFRSH,32.12,,,,,
947,1908284,cs,1/3 CT,CELERY PASCAL FOODSERVICE,IMPFRSH,7.46,,,,,
948,2183929,cs,1/1LB,LEMON GRASS FRESH (DEMAND STATUS),PACKER,6.28,,,,,
949,2219095,cs,4/1 LB,"CILANTRO CLEANED, WASHED & FRESH HERB",IMPFRSH,22.57,,,,,
950,2219095,ea,1/1 LB,"CILANTRO CLEANED, WASHED & FRESH HERB",IMPFRSH,5.95,,,,,
951,3629433,cs,1/3 LB,LETTUCE SPRING MIX CONVENTIONAL PILLOW-PACKED,IMPFRSH,9.25,,,,,
952,3738804,cs,12/.5 PT,BLACKBERRY FRESH,DRISCOL,31.69,,,,,
953,4398772,cs,1/7 CT,PINEAPPLE FRESH GOLD,PACKER,15.38,,,,,
954,4615555,cs,1/1.9BHL,PEPPER GREEN BELL CHOPPER,PACKER,26.8,,,,,
955,4615704,cs,1/1.9BHL,PEPPER BELL RED CHOPPER,PACKER,28.46,,,,,
956,6359673,cs,12/6 OZ,BLUEBERRIES FRESH,PACKER,43.21,,,,,
957,6908115,cs,1/3 CT,MELON CANTALOUPE FANCY FRESH,IMPFRSH,13.12,,,,,
958,6908156,cs,1/3 CT,MELON HONEYDEW FRESH,IMPFRSH,19.13,,,,,
959,7350788,cs,4/2 LB,ONIONS GREENS ICELESS,IMPFRSH,31.44,,,,,
960,7350788,ea,1/2 LB,ONIONS GREENS ICELESS,IMPFRSH,8.29,,,,,
961,7410723,cs,1/12 CT,PARSLEY FRESH,IMPFRSH,11.45,,,,,
962,7412604,cs,1/12 CT,ORANGE FRESH,IMPFRSH,11.41,,,,,
963,8474538,cs,1/4 LB,SPINACH BABY FRESH,IMPFRSH,12.79,,,,,
964,7154057,cs,1/40 LB,POTATO SWEET #1 STANDARD,IMPFRSH,20.7,,,,,
965,2004547,cs,1/1 LB,BASIL FRESH HERB,IMPFRSH,6.02,,,,,
966,2005262,cs,1/4 OZ,THYME FRESH HERB,IMPFRSH,3.76,,,,,
967,2004844,cs,1/1 LB,ROSEMARY FRESH HERB,IMPFRSH,7.03,,,,,
968,2004992,cs,1/1 LB,TARRAGON FRESH HERB,IMPFRSH,11.35,,,,,
969,2530562,cs,1/8OZ,GREENS MICRO CHEF'S MIX (DEMAND STATUS),PACKER,21.5,,,,,
970,1007517,cs,1/36 CT,KIWI FRUIT FANCY FRESH,PACKER,12.9,,,,,
971,1422468,cs,1/50 LB,CABBAGE GREENS FRESH SACK LARGE,PACKER,14.69,,,,,
972,4629374,cs,2/5 LB,"SQUASH BUTTERNUT DICED 1"" FRESH",PACKER,29.72,,,,,
973,1977180,cs,1/8 OZ,GREENS MICRO BULLS BLOOD (DEMAND STATUS),PACKER,22.76,,,,,
974,2203024,cs,12/1 PT,TOMATO CHERRY FRESH,IMPFRSH,24.37,,,,,
975,7153810,cs,1/40 LB,POTATO SWEET 65 COUNT FRESH,IMPFRSH,23.05,,,,,
976,1243724,cs,12/EA,CAULIFLOWER CELLO WRAPPED FRESH,IMPFRSH,29.63,,,,,
977,7052479,cs,1/6 OZ,GREEN MICRO BASIL LEMON (DROP SHIP),KOPPERT,37.8,,,,,
978,3431770,cs,6/32Z,GINGER PICKLED NATURAL,SUSHCHF,59.24,,,,,
979,9903667,cs,1/50 LB,POTATO YUKON GOLD B SIZE #1,IMPFRSH,19.77,,,,,
980,8337503,cs,8/2#TRAY,AVOCADO HASS FRESH CHUNK PULP PACKAGED POUCH,CASAIMP,56.62,,,,,
981,6786594,cs,32/3.5 OZ,TEA ICED BREWED SPECIAL WATER WITH FILTERS,HSRCCLS,29.67,,,,,
982,6086575,cs,1/2.5GAL,SYRUP TEA GREEN,GLDPEAK,41.65,,,,,
983,6230619,cs,32/4 OZ,TEA ICED BREW FILTER POUCH,HSRCCLS,35.95,,,,,
984,4800807,cs,15/2 GAL,DRINK MIX LEMONADE,CTRYTIM,52.41,,,,,
985,1978586,cs,1/2.5GAL,SYRUP GINGER ALE 5:1 YIELD BAG-IN-BOX,SEAGRAM,40.05,,,,,
986,4746024,cs,1/2.5GAL,SYRUP TONIC WATER 5:1 YIELD BAG-IN-BOX 2.5 GAL,SEAGRAM,40.05,,,,,
987,5958863,cs,1/2.5GAL,SYRUP COKE CLASSIC 5:1 YIELD BAG-IN-BOX,COCACOL,40.05,,,,,
988,7190721,cs,1/2.5GAL,SYRUP COKE DIET 5:1 YIELD BAG IN BOX,COCACOL,40.05,,,,,
989,5960893,cs,1/2.5GAL,SYRUP SPRITE 5:1 YIELD BAG-IN-BOX,SPRITE,40.05,,,,,
990,7422397,cs,1/3 GAL,SYRUP GINGER ALE BAG-IN-BOX,SCHWEPP,47.13,,,,,
991,8856122,cs,1/5GAL,SYRUP LEMONADE BAG-IN-BOX,MINMAID,0,,,,,
992,8908832,cs,1/2.5GAL,SYRUP LEMONADE BAG-IN-BOX,MINMAID,40.05,,,,,
993,5358478,cs,24/3 OZ,TEA BREW BLEND PACK FILTER BAG,LIPTON,32.99,,,,,
994,2216038,cs,2/2 LTR,COFFEE LIQUID FROZEN CONCENTRATE COLOMBIAN,FOLGERS,89.84,,,,,
995,2216057,cs,2/2 LTR,COFFEE DECAFFEINATED LIQUID FROZEN CONCENTRATE COLOMBIAN,FOLGERS,92.73,,,,,
996,4138640,cs,12/24 OZ,DRINK MIX LEMONADE PINK,SAHAR B,34.26,,,,,
997,183081,cs,42/2 OZ,COFFEE GROUND PORTSIDE BLEND,SBESTCF,63.19,,,,,
998,4857702,cs,96/1.7 OZ,COFFEE GROUND DECAF,MAX HSE,84.75,,,,,
999,6160537,cs,32/4OZ,TEA ICED BREWED,SEGAFRE,32.66,,,,,
1000,7459035,cs,1/2.5GAL,SYRUP SPRITE DIET ZERO BAG-IN-BOX,SPRITE,40.05,,,,,
1001,5813209,cs,96/2 OZ,COFFEE GROUND ARABICA ROYAL MOUNTAIN WITH FILTERS,CITAVO,103.33,,,,,
1002,5932142,cs,96/2 OZ,COFFEE GROUND DECAFFEINATED SPECIAL BLEND WITH FILTERS,CITAVO,82.52,,,,,